drug1	drug2	Label
DB00347	DB01254	3
DB00641	DB00203	3
DB00641	DB00201	3
DB00641	DB00207	3
DB00310	DB00245	3
DB00872	DB01087	3
DB00641	DB00208	3
DB01356	DB00796	3
DB01356	DB00795	3
DB00641	DB01151	3
DB00872	DB01085	3
DB00222	DB00501	3
DB00358	DB09330	3
DB00596	DB06401	3
DB08877	DB09073	3
DB08931	DB00178	3
DB00521	DB08918	3
DB00912	DB01263	3
DB00912	DB01264	3
DB00921	DB09073	3
DB00872	DB01264	3
DB00697	DB00379	3
DB01156	DB01254	3
DB00679	DB06589	3
DB00227	DB01340	3
DB00643	DB09118	3
DB00997	DB00305	3
DB00227	DB01348	3
DB11730	DB00582	3
DB00864	DB09118	3
DB06207	DB00908	3
DB00321	DB11633	3
DB08860	DB06742	3
DB09297	DB06717	3
DB01544	DB00834	3
DB09073	DB08933	3
DB09027	DB12070	3
DB01166	DB08828	3
DB01324	DB09300	3
DB01149	DB00834	3
DB00227	DB00691	3
DB00227	DB00694	3
DB00227	DB00696	3
DB01030	DB00773	3
DB00604	DB01422	3
DB00310	DB09076	3
DB00889	DB05812	3
DB08899	DB11672	3
DB04845	DB11633	3
DB01222	DB09330	3
DB00227	DB06695	3
DB01013	DB01357	3
DB00248	DB06203	3
DB09083	DB00619	3
DB00264	DB11994	3
DB01037	DB08820	3
DB01224	DB09063	3
DB01224	DB09065	3
DB01002	DB00224	3
DB11915	DB11633	3
DB01002	DB00220	3
DB00620	DB00655	3
DB09078	DB09118	3
DB09027	DB00220	3
DB11642	DB00976	3
DB09027	DB00224	3
DB09027	DB00227	3
DB11613	DB06717	3
DB00897	DB12598	3
DB11619	DB08873	3
DB00872	DB01559	3
DB04920	DB09065	3
DB01008	DB01110	3
DB00433	DB00468	3
DB06216	DB02703	3
DB08860	DB09054	3
DB00683	DB01597	3
DB01095	DB06290	3
DB09061	DB11633	3
DB11581	DB08820	3
DB09167	DB00006	3
DB01624	DB11633	3
DB09053	DB00316	3
DB09053	DB00313	3
DB00470	DB00227	3
DB00470	DB00224	3
DB00663	DB09070	3
DB00470	DB00220	3
DB06209	DB09048	3
DB00216	DB00270	3
DB01587	DB11633	3
DB00620	DB13954	3
DB00620	DB13956	3
DB06813	DB00605	3
DB00620	DB13952	3
DB00613	DB01115	3
DB06813	DB00608	3
DB00393	DB00203	3
DB00393	DB00208	3
DB01050	DB11633	3
DB00987	DB09048	3
DB08916	DB00295	3
DB00617	DB06717	3
DB01050	DB01609	3
DB01708	DB08933	3
DB01181	DB06717	3
DB00175	DB00668	3
DB00700	DB09073	3
DB00656	DB02703	3
DB00455	DB05812	3
DB00700	DB09074	3
DB01192	DB09073	3
DB01095	DB00435	3
DB01324	DB00517	3
DB11575	DB09073	3
DB01590	DB00091	3
DB00512	DB08981	3
DB00512	DB08984	3
DB00170	DB05812	3
DB00458	DB00492	3
DB00559	DB00486	3
DB08916	DB00741	3
DB02187	DB06717	3
DB09049	DB01234	3
DB00180	DB09073	3
DB01098	DB06268	3
DB09123	DB01072	3
DB00798	DB00214	3
DB01220	DB06697	3
DB12483	DB01254	3
DB01136	DB09073	3
DB09049	DB01232	3
DB01097	DB05812	3
DB06414	DB00091	3
DB00846	DB01026	3
DB00813	DB09118	3
DB11921	DB08933	3
DB00204	DB00254	3
DB01411	DB01026	3
DB00204	DB00257	3
DB00204	DB00251	3
DB11921	DB09330	3
DB01232	DB06216	3
DB00439	DB00882	3
DB00562	DB00967	3
DB09034	DB09118	3
DB00584	DB09330	3
DB01590	DB01054	3
DB00857	DB09048	3
DB06414	DB09118	3
DB09143	DB00176	3
DB00227	DB00396	3
DB04844	DB00932	3
DB06148	DB06290	3
DB06480	DB00264	3
DB09143	DB05521	3
DB00390	DB05521	3
DB08860	DB01095	3
DB06589	DB00281	3
DB06589	DB00285	3
DB01136	DB08881	3
DB00541	DB01263	3
DB00541	DB01264	3
DB06216	DB09118	3
DB00808	DB00732	3
DB09102	DB05521	3
DB01220	DB00694	3
DB01220	DB00696	3
DB00636	DB09063	3
DB01220	DB00690	3
DB08931	DB01340	3
DB00656	DB00834	3
DB08931	DB01348	3
DB09123	DB09118	3
DB01098	DB01062	3
DB09039	DB00285	3
DB01268	DB00834	3
DB01098	DB00333	3
DB01098	DB00334	3
DB00512	DB01024	3
DB01098	DB00338	3
DB01238	DB00215	3
DB06480	DB03796	3
DB00918	DB01367	3
DB09074	DB06717	3
DB00243	DB00263	3
DB01435	DB11633	3
DB00458	DB01197	3
DB00619	DB00263	3
DB00808	DB06290	3
DB01130	DB06717	3
DB00647	DB09195	3
DB08895	DB01118	3
DB06616	DB05521	3
DB00328	DB09063	3
DB00563	DB00301	3
DB01234	DB09063	3
DB00969	DB08933	3
DB00684	DB02925	3
DB09075	DB00224	3
DB01103	DB06717	3
DB09075	DB00220	3
DB00496	DB11633	3
DB00390	DB01319	3
DB08971	DB01211	3
DB01392	DB00321	3
DB01201	DB09031	3
DB00690	DB09195	3
DB00479	DB01325	3
DB01182	DB00196	3
DB11586	DB00502	3
DB11586	DB00501	3
DB09079	DB00361	3
DB00872	DB00778	3
DB00195	DB01264	3
DB00908	DB00400	3
DB00872	DB00773	3
DB00615	DB01153	3
DB11737	DB00673	3
DB01394	DB09462	3
DB06616	DB00541	3
DB00608	DB00673	3
DB06616	DB00549	3
DB00309	DB04868	3
DB00813	DB01026	3
DB00697	DB00715	3
DB00697	DB00714	3
DB13955	DB02703	3
DB13074	DB09048	3
DB00321	DB00178	3
DB00477	DB00673	3
DB00918	DB00182	3
DB00547	DB09118	3
DB06616	DB00091	3
DB09034	DB00220	3
DB00215	DB01182	3
DB09034	DB00224	3
DB09034	DB00227	3
DB00637	DB08820	3
DB00313	DB01589	3
DB00363	DB00215	3
DB00215	DB00273	3
DB00501	DB01156	3
DB00637	DB02703	3
DB01200	DB01261	3
DB04835	DB01167	3
DB00969	DB00834	3
DB08918	DB01211	3
DB06212	DB01708	3
DB00563	DB04552	3
DB00433	DB00613	3
DB01222	DB08865	3
DB04845	DB09063	3
DB00281	DB06603	3
DB04845	DB09065	3
DB06589	DB08828	3
DB06589	DB08827	3
DB00700	DB00254	3
DB00700	DB00257	3
DB00668	DB01156	3
DB00872	DB01424	3
DB12161	DB09118	3
DB00278	DB06290	3
DB01392	DB01142	3
DB00700	DB09330	3
DB11642	DB00259	3
DB01020	DB09330	3
DB00608	DB01254	3
DB01349	DB09048	3
DB00822	DB09330	3
DB09101	DB01264	3
DB06780	DB00673	3
DB11642	DB00257	3
DB00946	DB01101	3
DB01200	DB09477	3
DB09123	DB09048	3
DB09016	DB01072	3
DB00904	DB00834	3
DB00361	DB01321	3
DB06605	DB01026	3
DB00346	DB09118	3
DB00628	DB08820	3
DB06212	DB06287	3
DB01037	DB00823	3
DB00508	DB01131	3
DB11581	DB09195	3
DB00838	DB00783	3
DB00337	DB11633	3
DB00620	DB11633	3
DB08864	DB04794	3
DB09183	DB11633	3
DB00701	DB00673	3
DB11642	DB06287	3
DB01126	DB01254	3
DB00651	DB00977	3
DB00553	DB09048	3
DB00990	DB01254	3
DB08867	DB00283	3
DB08867	DB00289	3
DB00872	DB00612	3
DB08970	DB00582	3
DB00268	DB08933	3
DB01591	DB09118	3
DB01587	DB09063	3
DB09075	DB08896	3
DB00988	DB01156	3
DB06780	DB00976	3
DB06780	DB00977	3
DB09075	DB08899	3
DB00296	DB06717	3
DB01201	DB01007	3
DB00289	DB00908	3
DB01332	DB01032	3
DB00289	DB00907	3
DB05109	DB11672	3
DB01045	DB09195	3
DB01380	DB13952	3
DB01224	DB01026	3
DB06480	DB00875	3
DB00818	DB09118	3
DB00404	DB01348	3
DB04938	DB09195	3
DB00404	DB01340	3
DB09049	DB09054	3
DB00547	DB01263	3
DB00547	DB01264	3
DB00908	DB00877	3
DB00215	DB09048	3
DB00908	DB01157	3
DB00586	DB00359	3
DB09227	DB00199	3
DB09016	DB00677	3
DB05039	DB09195	3
DB00838	DB01072	3
DB01175	DB02703	3
DB00535	DB01032	3
DB00243	DB12332	3
DB04946	DB06603	3
DB00564	DB00437	3
DB01068	DB09118	3
DB01393	DB09063	3
DB00502	DB09063	3
DB13955	DB09048	3
DB00365	DB06717	3
DB01222	DB02703	3
DB01324	DB11181	3
DB12026	DB05812	3
DB01246	DB01087	3
DB00175	DB00468	3
DB00245	DB05812	3
DB06781	DB00655	3
DB00512	DB09212	3
DB01030	DB06616	3
DB00512	DB09218	3
DB08931	DB06695	3
DB08916	DB00508	3
DB11750	DB04575	3
DB08875	DB01232	3
DB08916	DB00502	3
DB11750	DB04573	3
DB00243	DB00701	3
DB00243	DB00705	3
DB00243	DB00704	3
DB00956	DB09330	3
DB01268	DB08933	3
DB00857	DB02703	3
DB00872	DB05039	3
DB00948	DB01032	3
DB13941	DB02703	3
DB00818	DB11633	3
DB00938	DB09118	3
DB00908	DB06820	3
DB01591	DB08933	3
DB00912	DB00758	3
DB00524	DB09300	3
DB01250	DB01032	3
DB00604	DB01243	3
DB00864	DB09054	3
DB13456	DB11633	3
DB06684	DB06603	3
DB04908	DB06730	3
DB09128	DB01254	3
DB00656	DB08933	3
DB00656	DB09048	3
DB11642	DB01392	3
DB00679	DB00703	3
DB08931	DB00691	3
DB00679	DB00705	3
DB13867	DB06401	3
DB00641	DB00435	3
DB01029	DB08881	3
DB06414	DB00877	3
DB01218	DB08865	3
DB00404	DB09570	3
DB01356	DB01435	3
DB13874	DB00673	3
DB01222	DB00091	3
DB00379	DB00673	3
DB00420	DB01117	3
DB01200	DB06228	3
DB00439	DB00316	3
DB00439	DB00313	3
DB08896	DB01263	3
DB00248	DB04898	3
DB00393	DB08820	3
DB00547	DB00655	3
DB09027	DB00401	3
DB00333	DB01182	3
DB09073	DB08873	3
DB09027	DB00520	3
DB00563	DB11633	3
DB01240	DB09063	3
DB00696	DB00790	3
DB00956	DB04868	3
DB00862	DB00976	3
DB08912	DB09330	3
DB00540	DB00834	3
DB06212	DB12332	3
DB00643	DB09330	3
DB00741	DB08881	3
DB06212	DB08933	3
DB09262	DB11672	3
DB09061	DB08820	3
DB06616	DB01595	3
DB01221	DB08933	3
DB00687	DB01167	3
DB01002	DB00582	3
DB09027	DB00381	3
DB13944	DB09063	3
DB01030	DB00921	3
DB00498	DB04855	3
DB09053	DB00435	3
DB00353	DB01340	3
DB00227	DB01138	3
DB00353	DB01348	3
DB06589	DB09195	3
DB00999	DB00376	3
DB00338	DB06717	3
DB00625	DB09048	3
DB01232	DB01167	3
DB00683	DB01254	3
DB01394	DB00704	3
DB06789	DB08933	3
DB00736	DB09118	3
DB00724	DB08881	3
DB01062	DB09054	3
DB00997	DB09238	3
DB09083	DB11672	3
DB00641	DB06290	3
DB01095	DB00972	3
DB01095	DB00973	3
DB01614	DB00254	3
DB04908	DB01026	3
DB01614	DB00250	3
DB09053	DB06595	3
DB01396	DB00207	3
DB00204	DB08865	3
DB00822	DB00673	3
DB01204	DB11633	3
DB00417	DB01032	3
DB01273	DB00501	3
DB00470	DB00582	3
DB08860	DB02709	3
DB06813	DB01050	3
DB00619	DB09195	3
DB08860	DB02701	3
DB01149	DB06228	3
DB00622	DB09118	3
DB11586	DB14019	3
DB00353	DB06695	3
DB12278	DB11633	3
DB00547	DB13952	3
DB00547	DB13956	3
DB00547	DB13954	3
DB09054	DB01149	3
DB00778	DB06290	3
DB00367	DB06290	3
DB01095	DB01628	3
DB00390	DB00688	3
DB00280	DB01026	3
DB11586	DB11994	3
DB01120	DB08933	3
DB13114	DB00178	3
DB06626	DB01264	3
DB00425	DB01110	3
DB08996	DB00542	3
DB00390	DB00519	3
DB00232	DB00747	3
DB08910	DB09167	3
DB01184	DB00176	3
DB08815	DB06290	3
DB00736	DB06290	3
DB01319	DB00673	3
DB00393	DB12332	3
DB01615	DB09274	3
DB00356	DB05812	3
DB06210	DB01609	3
DB09039	DB08873	3
DB00736	DB00196	3
DB09049	DB01142	3
DB09053	DB01098	3
DB09049	DB01149	3
DB01303	DB08881	3
DB04951	DB00176	3
DB00602	DB00834	3
DB00224	DB01026	3
DB09049	DB00813	3
DB09049	DB00810	3
DB01223	DB00655	3
DB09053	DB01095	3
DB09079	DB09054	3
DB00252	DB01104	3
DB00252	DB01101	3
DB00872	DB13941	3
DB00872	DB13943	3
DB01065	DB05812	3
DB00872	DB13946	3
DB00540	DB09195	3
DB00559	DB04855	3
DB08916	DB12070	3
DB00872	DB12010	3
DB01026	DB08933	3
DB01421	DB00300	3
DB01590	DB00683	3
DB06595	DB09195	3
DB00774	DB00670	3
DB09167	DB01149	3
DB00872	DB01062	3
DB01114	DB09065	3
DB01114	DB09063	3
DB00860	DB01167	3
DB01114	DB06603	3
DB01590	DB00537	3
DB01590	DB00531	3
DB06696	DB00232	3
DB04855	DB00582	3
DB11642	DB00334	3
DB06414	DB00681	3
DB00682	DB06268	3
DB01062	DB11633	3
DB06414	DB01153	3
DB06414	DB01157	3
DB00202	DB00449	3
DB01142	DB00790	3
DB01325	DB09076	3
DB01202	DB08881	3
DB11274	DB09073	3
DB06155	DB06290	3
DB00872	DB00153	3
DB09049	DB00361	3
DB09049	DB00365	3
DB00512	DB00945	3
DB00619	DB06603	3
DB06813	DB04817	3
DB00641	DB05381	3
DB01403	DB00664	3
DB00420	DB01254	3
DB11817	DB00243	3
DB00216	DB14033	3
DB03615	DB00310	3
DB09079	DB00091	3
DB01558	DB00501	3
DB01132	DB09063	3
DB00706	DB05812	3
DB01242	DB04876	3
DB00541	DB00582	3
DB00498	DB04911	3
DB01615	DB13941	3
DB02187	DB00224	3
DB09068	DB09048	3
DB01238	DB00976	3
DB00175	DB02703	3
DB00997	DB14033	3
DB00175	DB02701	3
DB00619	DB01072	3
DB00175	DB02709	3
DB01037	DB12474	3
DB11586	DB00201	3
DB00705	DB01254	3
DB01394	DB00440	3
DB00497	DB09118	3
DB11586	DB00207	3
DB11586	DB00208	3
DB01394	DB00448	3
DB08816	DB00673	3
DB11642	DB09065	3
DB00872	DB01200	3
DB00808	DB09048	3
DB09291	DB06290	3
DB05676	DB02703	3
DB00238	DB09118	3
DB06616	DB00972	3
DB06616	DB00973	3
DB06616	DB00970	3
DB01192	DB08933	3
DB06616	DB00976	3
DB06616	DB00975	3
DB08910	DB06595	3
DB00436	DB00986	3
DB01394	DB03796	3
DB00243	DB00541	3
DB09166	DB01264	3
DB09166	DB01263	3
DB11586	DB01559	3
DB05239	DB01232	3
DB06616	DB09330	3
DB08816	DB09330	3
DB06414	DB08943	3
DB00243	DB00091	3
DB08996	DB00932	3
DB00724	DB05812	3
DB13114	DB01348	3
DB00543	DB12598	3
DB01050	DB00582	3
DB09078	DB08933	3
DB13114	DB01340	3
DB00820	DB11672	3
DB06616	DB00356	3
DB06616	DB00353	3
DB06616	DB00351	3
DB01583	DB08880	3
DB06237	DB08820	3
DB01175	DB06603	3
DB00563	DB00179	3
DB00615	DB00673	3
DB00528	DB08873	3
DB00363	DB04896	3
DB00562	DB01090	3
DB00872	DB00637	3
DB00872	DB00636	3
DB00872	DB00635	3
DB00543	DB11586	3
DB06698	DB01626	3
DB00571	DB06700	3
DB11586	DB01118	3
DB00755	DB09280	3
DB01215	DB01263	3
DB09082	DB09073	3
DB08820	DB09065	3
DB00764	DB01601	3
DB01215	DB01264	3
DB01118	DB05812	3
DB00635	DB08933	3
DB08903	DB06717	3
DB01136	DB00227	3
DB01136	DB00224	3
DB01166	DB00169	3
DB09079	DB00537	3
DB01098	DB09291	3
DB01098	DB09297	3
DB09049	DB04877	3
DB06603	DB01072	3
DB11633	DB09065	3
DB00234	DB01254	3
DB11633	DB09063	3
DB01544	DB05812	3
DB00762	DB08820	3
DB00441	DB00243	3
DB00444	DB09330	3
DB00762	DB09195	3
DB00938	DB01232	3
DB00726	DB04876	3
DB00337	DB08820	3
DB00549	DB09048	3
DB01074	DB09073	3
DB00679	DB00857	3
DB06237	DB09054	3
DB00860	DB01149	3
DB06237	DB01264	3
DB09074	DB00619	3
DB08918	DB00976	3
DB00980	DB00622	3
DB01431	DB09063	3
DB06282	DB02703	3
DB06212	DB13946	3
DB00850	DB01254	3
DB00240	DB13952	3
DB11633	DB00582	3
DB00240	DB13956	3
DB00240	DB13954	3
DB00999	DB00572	3
DB06589	DB01221	3
DB05521	DB09195	3
DB06589	DB01229	3
DB11995	DB06717	3
DB01013	DB00783	3
DB00872	DB09330	3
DB00802	DB00196	3
DB00802	DB00199	3
DB00806	DB08881	3
DB08864	DB01128	3
DB00998	DB05812	3
DB09034	DB08933	3
DB01076	DB05812	3
DB08864	DB01127	3
DB01621	DB08933	3
DB00193	DB01601	3
DB00175	DB01015	3
DB01222	DB01357	3
DB00850	DB06708	3
DB00859	DB08880	3
DB01072	DB06717	3
DB01107	DB09065	3
DB00675	DB08881	3
DB01107	DB06603	3
DB01151	DB00278	3
DB06207	DB00468	3
DB01219	DB08820	3
DB00655	DB00977	3
DB00528	DB01118	3
DB04574	DB00582	3
DB12001	DB08933	3
DB00673	DB02703	3
DB09016	DB00881	3
DB01380	DB02703	3
DB06207	DB00790	3
DB01028	DB09330	3
DB06207	DB00796	3
DB00731	DB09118	3
DB00635	DB00220	3
DB00857	DB06290	3
DB01621	DB00834	3
DB00471	DB06717	3
DB01253	DB00677	3
DB08865	DB05521	3
DB01253	DB00673	3
DB08864	DB00989	3
DB08827	DB00257	3
DB08827	DB00254	3
DB00511	DB00613	3
DB06589	DB03796	3
DB08860	DB00916	3
DB08860	DB00912	3
DB06769	DB08881	3
DB00248	DB00722	3
DB00696	DB01263	3
DB00696	DB01261	3
DB04948	DB08881	3
DB00170	DB01609	3
DB01324	DB00940	3
DB11901	DB09195	3
DB08912	DB00834	3
DB01037	DB02703	3
DB00960	DB05812	3
DB00596	DB00890	3
DB09075	DB00678	3
DB00458	DB01319	3
DB00401	DB01149	3
DB08882	DB00503	3
DB01253	DB09330	3
DB00394	DB01149	3
DB00338	DB09073	3
DB00188	DB00673	3
DB06267	DB11633	3
DB00346	DB08820	3
DB00402	DB09195	3
DB01023	DB09054	3
DB09078	DB00834	3
DB09083	DB00203	3
DB09027	DB01086	3
DB09083	DB00208	3
DB00243	DB01595	3
DB09216	DB01032	3
DB09343	DB00206	3
DB00679	DB04839	3
DB01590	DB08864	3
DB01590	DB08865	3
DB01166	DB05246	3
DB00333	DB09073	3
DB00227	DB00188	3
DB00316	DB08933	3
DB00641	DB00668	3
DB09289	DB00881	3
DB00764	DB06401	3
DB00363	DB08918	3
DB08896	DB01026	3
DB01095	DB01001	3
DB01095	DB01007	3
DB01356	DB01600	3
DB00794	DB00503	3
DB00997	DB00635	3
DB00997	DB00637	3
DB09101	DB11633	3
DB00264	DB01426	3
DB01008	DB09063	3
DB00687	DB06717	3
DB00227	DB00455	3
DB06335	DB00208	3
DB00454	DB09330	3
DB00778	DB09195	3
DB01196	DB00673	3
DB00559	DB08865	3
DB06616	DB01259	3
DB06616	DB01254	3
DB06616	DB01253	3
DB09289	DB00224	3
DB01110	DB09048	3
DB09289	DB00220	3
DB00193	DB08933	3
DB00997	DB00502	3
DB06777	DB00834	3
DB09030	DB01232	3
DB01030	DB00683	3
DB00213	DB06290	3
DB00872	DB06237	3
DB08815	DB09195	3
DB06700	DB11633	3
DB00207	DB02703	3
DB09039	DB00091	3
DB01200	DB12598	3
DB08970	DB06717	3
DB00316	DB00834	3
DB00498	DB00549	3
DB00872	DB01129	3
DB00342	DB01149	3
DB00498	DB00544	3
DB00872	DB01126	3
DB00873	DB01167	3
DB00997	DB01142	3
DB01095	DB00834	3
DB00997	DB01149	3
DB00215	DB01264	3
DB01394	DB01229	3
DB09027	DB06414	3
DB01092	DB01611	3
DB00309	DB00320	3
DB01394	DB01221	3
DB00264	DB00482	3
DB01200	DB00104	3
DB09378	DB09054	3
DB06789	DB11633	3
DB00396	DB09195	3
DB08916	DB06772	3
DB08901	DB01167	3
DB00938	DB04868	3
DB09039	DB09118	3
DB09083	DB00582	3
DB00257	DB01182	3
DB00396	DB08820	3
DB01159	DB09048	3
DB06237	DB05521	3
DB06684	DB08865	3
DB00390	DB00492	3
DB06712	DB00834	3
DB00582	DB00673	3
DB01183	DB09073	3
DB00655	DB00783	3
DB01166	DB00363	3
DB00252	DB00176	3
DB06144	DB02703	3
DB00238	DB00701	3
DB01136	DB11672	3
DB01356	DB13167	3
DB00814	DB00834	3
DB01156	DB00285	3
DB04861	DB04871	3
DB01182	DB09118	3
DB01242	DB00542	3
DB00344	DB00278	3
DB00908	DB09056	3
DB00370	DB01264	3
DB09039	DB11633	3
DB00962	DB06290	3
DB06480	DB01045	3
DB01131	DB09330	3
DB06589	DB01026	3
DB04855	DB01026	3
DB00289	DB06595	3
DB13146	DB08881	3
DB00999	DB00810	3
DB00543	DB00492	3
DB09101	DB09073	3
DB12001	DB00834	3
DB06016	DB09065	3
DB06016	DB09063	3
DB06712	DB06290	3
DB00701	DB09280	3
DB00987	DB08933	3
DB00755	DB01589	3
DB00264	DB01096	3
DB06144	DB00673	3
DB00675	DB09048	3
DB01201	DB03793	3
DB00497	DB08820	3
DB00613	DB01583	3
DB00896	DB13954	3
DB09555	DB00834	3
DB09071	DB01601	3
DB08875	DB05521	3
DB00896	DB13952	3
DB08918	DB00220	3
DB06212	DB04855	3
DB08918	DB00224	3
DB05381	DB11633	3
DB00264	DB00810	3
DB00742	DB08881	3
DB00264	DB00818	3
DB00243	DB00972	3
DB00764	DB01026	3
DB00243	DB00970	3
DB00243	DB00976	3
DB00243	DB00975	3
DB00180	DB06401	3
DB00910	DB01254	3
DB00540	DB06603	3
DB00540	DB06605	3
DB08916	DB13179	3
DB01356	DB13783	3
DB01100	DB01254	3
DB00203	DB01264	3
DB00203	DB01261	3
DB00203	DB01263	3
DB08867	DB00176	3
DB06016	DB08820	3
DB01098	DB01151	3
DB01238	DB01232	3
DB00897	DB09477	3
DB09075	DB00537	3
DB00880	DB00392	3
DB00846	DB04575	3
DB00846	DB04573	3
DB01098	DB00820	3
DB00726	DB01319	3
DB01098	DB00829	3
DB00472	DB09195	3
DB01166	DB01110	3
DB06207	DB01204	3
DB01008	DB06717	3
DB00243	DB00351	3
DB01166	DB01118	3
DB00619	DB00176	3
DB00243	DB00358	3
DB14019	DB09118	3
DB01394	DB00637	3
DB01394	DB00635	3
DB06480	DB00608	3
DB06480	DB00602	3
DB00563	DB01147	3
DB06616	DB00836	3
DB06616	DB00834	3
DB01039	DB00673	3
DB06616	DB00831	3
DB08807	DB00476	3
DB00563	DB00814	3
DB02789	DB09118	3
DB00563	DB00812	3
DB12267	DB01167	3
DB00988	DB08933	3
DB01624	DB09054	3
DB09236	DB01263	3
DB09236	DB01264	3
DB06616	DB00780	3
DB00590	DB08873	3
DB00541	DB11672	3
DB00835	DB09118	3
DB00972	DB06717	3
DB00918	DB01072	3
DB08916	DB00934	3
DB06212	DB01016	3
DB00679	DB00334	3
DB00679	DB00333	3
DB01268	DB11633	3
DB06212	DB01011	3
DB00872	DB05812	3
DB00679	DB00338	3
DB06708	DB08873	3
DB08868	DB01264	3
DB01356	DB00712	3
DB00641	DB00989	3
DB01222	DB09195	3
DB01186	DB09048	3
DB00204	DB01110	3
DB00496	DB09054	3
DB04572	DB06290	3
DB01115	DB02703	3
DB00683	DB00790	3
DB00414	DB00196	3
DB01142	DB00006	3
DB00818	DB06603	3
DB01590	DB00608	3
DB09053	DB04868	3
DB04908	DB00304	3
DB01384	DB06290	3
DB09166	DB09048	3
DB00524	DB09076	3
DB01253	DB01026	3
DB09075	DB01110	3
DB00512	DB00712	3
DB00377	DB06603	3
DB04838	DB00501	3
DB09291	DB09118	3
DB00580	DB11633	3
DB09079	DB00701	3
DB01100	DB09063	3
DB01100	DB09065	3
DB00252	DB00857	3
DB11633	DB01026	3
DB01380	DB04575	3
DB08827	DB01118	3
DB00643	DB09195	3
DB09074	DB11633	3
DB06697	DB06603	3
DB00706	DB08873	3
DB00617	DB09048	3
DB08996	DB04876	3
DB00946	DB01563	3
DB09083	DB09048	3
DB08996	DB01319	3
DB01095	DB01321	3
DB01466	DB00673	3
DB00679	DB11672	3
DB01235	DB01264	3
DB00232	DB01409	3
DB09039	DB00254	3
DB09039	DB00257	3
DB00401	DB09065	3
DB01234	DB08820	3
DB00936	DB00834	3
DB08860	DB00932	3
DB06292	DB08933	3
DB00390	DB08820	3
DB06739	DB01589	3
DB00679	DB09238	3
DB00294	DB01254	3
DB04938	DB01589	3
DB08970	DB01211	3
DB09101	DB09330	3
DB00351	DB00582	3
DB06730	DB08873	3
DB06813	DB00573	3
DB00268	DB11633	3
DB00490	DB06290	3
DB04920	DB05812	3
DB00872	DB08875	3
DB09102	DB08820	3
DB00203	DB00673	3
DB09027	DB00802	3
DB01175	DB06717	3
DB06786	DB00655	3
DB00512	DB13783	3
DB01008	DB00826	3
DB08922	DB02703	3
DB00708	DB11633	3
DB01151	DB01319	3
DB00404	DB00503	3
DB09071	DB01167	3
DB09389	DB08873	3
DB06207	DB00619	3
DB00393	DB00289	3
DB00393	DB00285	3
DB00393	DB00283	3
DB08916	DB00215	3
DB08916	DB00213	3
DB01013	DB06717	3
DB09083	DB00872	3
DB00175	DB01087	3
DB01393	DB08820	3
DB00203	DB09330	3
DB09053	DB00932	3
DB00836	DB11633	3
DB13136	DB01563	3
DB09570	DB06290	3
DB08893	DB06603	3
DB00547	DB01357	3
DB00699	DB06603	3
DB13946	DB09280	3
DB00709	DB08881	3
DB00709	DB08880	3
DB00596	DB00220	3
DB00596	DB00224	3
DB01224	DB08820	3
DB06813	DB00688	3
DB01608	DB13851	3
DB00943	DB00673	3
DB00193	DB05812	3
DB00679	DB01149	3
DB11730	DB08873	3
DB00813	DB09195	3
DB00679	DB01142	3
DB00663	DB04575	3
DB00541	DB00834	3
DB05109	DB01263	3
DB05109	DB01264	3
DB11586	DB08820	3
DB00471	DB01254	3
DB11586	DB08827	3
DB06335	DB09330	3
DB00342	DB06717	3
DB06267	DB08820	3
DB06684	DB01072	3
DB01254	DB00224	3
DB01254	DB00220	3
DB08820	DB01149	3
DB01222	DB00783	3
DB00443	DB01211	3
DB00912	DB01026	3
DB00873	DB00220	3
DB09143	DB00246	3
DB00873	DB00224	3
DB09143	DB00243	3
DB00872	DB11995	3
DB01023	DB02703	3
DB00546	DB00673	3
DB00349	DB09073	3
DB12710	DB13941	3
DB00220	DB00673	3
DB08828	DB01254	3
DB00641	DB05265	3
DB01246	DB01611	3
DB01220	DB13944	3
DB01220	DB13946	3
DB01220	DB13943	3
DB01222	DB00257	3
DB01222	DB00255	3
DB01222	DB00254	3
DB01184	DB00243	3
DB00540	DB00722	3
DB01184	DB00246	3
DB09099	DB08881	3
DB00636	DB00673	3
DB00943	DB01254	3
DB09060	DB01032	3
DB00953	DB01367	3
DB00213	DB09195	3
DB00309	DB00661	3
DB01424	DB08820	3
DB00613	DB00641	3
DB00613	DB00647	3
DB00503	DB09330	3
DB00701	DB11633	3
DB00672	DB06799	3
DB00358	DB09073	3
DB00961	DB01136	3
DB06290	DB01601	3
DB00898	DB05812	3
DB08971	DB00655	3
DB01238	DB06603	3
DB00243	DB01259	3
DB13158	DB00783	3
DB00243	DB01254	3
DB00175	DB01628	3
DB00243	DB01253	3
DB01394	DB06772	3
DB00687	DB01118	3
DB00467	DB01032	3
DB01200	DB06605	3
DB08895	DB01264	3
DB08895	DB01263	3
DB06218	DB01072	3
DB06589	DB00201	3
DB06589	DB00207	3
DB06589	DB00206	3
DB00758	DB00243	3
DB00762	DB06717	3
DB01424	DB09073	3
DB09039	DB00752	3
DB12267	DB09195	3
DB00559	DB00283	3
DB08971	DB06717	3
DB00622	DB00834	3
DB09027	DB00490	3
DB01030	DB00234	3
DB00839	DB00196	3
DB00321	DB01254	3
DB00872	DB00448	3
